nOrgNum,sCommonName,sFormulaMolec,source_file,sCASRegistryNum
2,N-methylmorpholine,C5H11NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.04.006.xml,
3,"1,2-bis(2-aminoethoxy)ethane",C6H16N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.04.006.xml,
4,2-benzylaminoethanol,C9H13NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.04.006.xml,
2,Solanesol,C45H74O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.04.008.xml,
2,"1,2-dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one",C11H12N2O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.04.019.xml,
3,"antipyrine, 4-amino-",C11H13N3O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.04.019.xml,
4,"4-N,N-dimethylaminoantipyrine",C13H17N3O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.04.019.xml,
3,"2-methyl-6-methylene-2,7-octadiene",C10H16,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.04.020.xml,
3,piperidine,C5H11N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.05.005.xml,
1,"1-chloro-2,3-epoxypropane",C3H5ClO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.05.009.xml,
1,artemisinin,C15H22O5,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.05.018.xml,
1,(Z)-9-octadecenoic acid,C18H34O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.06.013.xml,
3,nickel monosulfate,NiO4S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.06.008.xml,
1,"1,2-dichloropropane",C3H6Cl2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.06.018.xml,
2,2-(2-propoxyethoxy)ethanol,C7H16O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.06.018.xml,
5,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,C8H18O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.06.018.xml,
6,triethylene glycol monobutyl ether,C10H22O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.06.018.xml,
2,1-ethylpropylamine,C5H13N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.07.004.xml,
4,3-methyl-1-pentanol,C6H14O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.07.004.xml,
1,lithium fluoride,FLi,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.07.020.xml,
2,1-pentyl-3-methylimidazolium bromide,C9H17BrN2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.08.011.xml,
3,3-hexyl-1-methyl-1H-imidazolium bromide,C10H19BrN2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.08.011.xml,
1,.DELTA.5-cholesten-3.beta.-ol,C27H46O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.08.016.xml,
2,desmosterol,C27H44O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.08.016.xml,
2,"1,1,1,3,3,3-hexafluoropropane",C3H2F6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.08.023.xml,
3,"1,1,1,3,3-pentafluoropropane",C3H3F5,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.08.023.xml,
5,.gamma.-butyrolactone,C4H6O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.09.019.xml,
3,1-(4-methyl-1-naphthyl) ethanone,C13H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.10.015.xml,
7,nonan-1-ol,C9H20O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.10.009.xml,
3,"N-(4-bromo-3,5-difluorophenyl)acrylamide",C9H6BrF2NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.10.019.xml,
3,potassium carbonate,CK2O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.10.020.xml,
2,lanthanum chloride,Cl3La,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.11.001.xml,
1,diethyl butanedioate,C8H14O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.11.013.xml,
1,hexadecanoic acid,C16H32O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.11.007.xml,
1,tetrahydrothiophene,C4H8S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.11.017.xml,
1,"diethyl 1,3-propanedioate",C7H12O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.11.030.xml,
2,manganese(II) sulfate,MnO4S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.008.xml,
2,3-[tris(hydroxymethyl)methylamino]-1-propanesulfonic acid,C7H17NO6S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.11.019.xml,
3,N-[tris(hydroxymethyl)methyl]-3-amino-2-hydroxypropane sulfonic acid,C7H17NO7S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.11.019.xml,
4,N-tris(Hydroxymethyl)methyl-4-aminobutanesulfonic acid,C8H19NO6S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.11.019.xml,
1,methyl methanoate,C2H4O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.003.xml,
3,ethyl methanoate,C3H6O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.003.xml,
4,propyl methanoate,C4H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.003.xml,
5,butyl methanoate,C5H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.003.xml,
6,"1-hexyl-3,5-dimethylpyridinium bis(trifluoromethylsulfonyl)imide",C15H22F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.020.xml,
2,cobalt(II) sulfate,CoO4S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.027.xml,
2,sodium nitrite,NNaO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.028.xml,
1,2-phenyldodecane,C18H30,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.029.xml,
13,benzenemethanol,C7H8O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.034.xml,
2,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,C10H18F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.035.xml,
4,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,C11H20F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2009.12.035.xml,
3,methyloxirane,C3H6O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.007.xml,
4,ethyloxirane,C4H8O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.007.xml,
5,"2,2-dimethyloxirane",C4H8O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.007.xml,
6,"1,2-epoxyhexane",C6H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.007.xml,
4,diethyl fumarate,C8H12O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.018.xml,
1,"pentanoic acid, 1,1'-[oxybis[2,2-bis[[(1-oxopentyl)oxy]methyl]-1,3-propanediyl]] ester",C40H70O13,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.019.xml,
2,dipentaerythritol hexaheptanoate,C52H94O13,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.019.xml,
2,nitromethane,CH3NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.024.xml,
3,nitroethane,C2H5NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.024.xml,
1,1-butyl-3-methylpyridinium 4-methylbenzenesulfonate,C17H23NO3S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.025.xml,
4,decafluorobutane,C4F10,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.027.xml,
5,octafluoropropane,C3F8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.01.027.xml,
2,tetrafluoromethane,CF4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.007.xml,
4,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C9H13F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.020.xml,
5,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,C11H17F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.020.xml,
7,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,C18H31F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.020.xml,
8,1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,C20H35F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.020.xml,
9,1-heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,C13H21F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.020.xml,
11,1-methyl-3-nonylimidazolium bis(trifluoromethanesulfonyl)imide,C15H25F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.020.xml,
1,"tris(2,2,6,6-tetramethyl-3,5-heptanedionate) cobalt (III)",C33H57CoO6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.028.xml,
2,"tris(2,2,6,6-tetramethyl-3,5-heptandionato)chromiumtris(2,2,6,6-tetramethyl-3,5-heptandionato)chromium",C33H57CrO6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.028.xml,
1,bismuth,Bi,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.029.xml,
2,aluminum,Al,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.029.xml,
5,cadmium,Cd,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.029.xml,
7,"1,2,4-trimethylbenzene",C9H12,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.030.xml,
4,N-(2-hydroxypropyl)-2-hydroxy-1-propanamine,C6H15NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.035.xml,
1,"palladium bis(2,4-pentanedionate)",C10H14O4Pd,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.036.xml,
2,cobalt tris(acetylacetonate),C15H21CoO6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.036.xml,
1,"2,3-dithiabutane",C2H6S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.02.043.xml,
1,"2,5-hexanediol, dinitrate",C6H12N2O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.03.012.xml,
2,"1,3,6,8-tetraazatricyclo[4.4.1.1(3,8)]dodecane",C8H16N4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.03.012.xml,
1,tetraphenylphosphonium chloride,C24H20ClP,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.03.017.xml,
1,ketoprofen,C16H14O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.03.031.xml,
2,trisodium citrate,C6H5Na3O7,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.03.044.xml,
3,disodium L-tartrate,C4H4Na2O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.03.044.xml,
3,"tetrahydro-1,4-oxazine",C4H9NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.04.008.xml,
3,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C14H20F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.04.010.xml,
2,octylbenzene,C14H22,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.04.013.xml,
6,trioctylamine,C24H51N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.04.016.xml,
1,N-methylpiperidine,C6H13N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.001.xml,
2,2-methylpiperidine,C6H13N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.001.xml,
2,2-hydroxypropanoic acid,C3H6O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.013.xml,
1,"2-propenoic acid, 3-(4-hydroxyphenyl)-, methyl ester",C10H10O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.015.xml,
2,methyl 3-(4-hydroxy-3-methoxyphenyl)-2-propenoate,C11H12O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.015.xml,
3,"3,5-dimethoxy-4-hydroxy cinnamic acid methyl ester",C12H14O5,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.015.xml,
1,pyrrolidinium nitrate,C4H10N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
2,pyrrolidinium acetate,C6H13NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
3,pyrrolidinium formate,C5H11NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
4,ethyldiisopropylammonium formate,C9H21NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
5,2-pentanaminium formate,C6H15NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
6,quinolinium formate,C10H9NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
7,"1,2-dimethylpyridinium formate",C8H11NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
8,"1,2,3-trimethylpyridinium formate",C9H13NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
9,pyrrolidinium hexanoate,C10H21NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
10,pyrrolidinium heptanoate,C11H23NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
11,pyrrolidinium octanoate,C12H25NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
12,pyrrolidinium nonanoate,C13H27NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.05.019.xml,
3,platinum acetylacetonate,C10H14O4Pt,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.003.xml,
4,"tris(2,4-pentanedionato-O,O')rhodium",C15H21O6Rh,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.003.xml,
5,ruthenium (III) acetylacetonate,C15H21O6Ru,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.003.xml,
6,ferrocene,C10H10Fe,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.003.xml,
7,"1,1'-dimethylferrocene",C12H14Fe,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.003.xml,
8,ethyl ferrocene,C12H14Fe,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.003.xml,
1,calcium sulfate dihydrate,CaH4O6S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.012.xml,
2,calcium hydroxide,CaH2O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.012.xml,
3,sodium hydroxide,HNaO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.012.xml,
4,potassium hydroxide,HKO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.012.xml,
1,"1,1,2,2,3,3,4,5,5,6-decafluoro-4,6-bis(trifluoromethyl)cyclohexane",C8F16,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.017.xml,
5,1-tetradecanol,C14H30O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.019.xml,
2,2-methylbutan-2-ol,C5H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.020.xml,
4,3-methyl-2-butanol,C5H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.020.xml,
6,3-pentanol,C5H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.06.020.xml,
3,2-propoxyethanol,C5H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.002.xml,
1,"sodium (6R,7R)-7-((Z)-2-(2-aminothiazol-4-yl)-2-(methoxyimino)acetamido)-3-(((5-(carboxylatomethyl)-4-methylthiazol-2-yl)thio)methyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",C20H18N6Na2O7S4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.006.xml,
2,1-hexanamine,C6H15N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.07.011.xml,
1,1-heptyl-3-methylimidazolium bromide,C11H21BrN2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.004.xml,
3,sodium dihydrogen citrate,C6H7NaO7,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.004.xml,
4,disodium hydrogen citrate,C6H6Na2O7,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.004.xml,
1,1-butyl-3-methylimidazolium bis(oxalato)borate,C12H15BN2O8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.016.xml,
2,1-hexyl-3-methylimidazolium bis(oxalato)borate,C14H19BN2O8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.016.xml,
1,2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium chloride,C5H14ClNO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.017.xml,
4,2-methyl-2-propenal,C4H6O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.024.xml,
3,diisopropylamine,C6H15N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.026.xml,
1,2-hydroxyethylammonium oleate,C20H41NO3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.022.xml,
2,bis(2-hydroxyethyl)ammonium oleate,C22H45NO4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.08.022.xml,
2,"2,2-dimethylpropane-1,3-diyl diacrylate",C11H16O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.09.003.xml,
3,"2,2-dimethylpropane-1,3-diyl bis(2-methylacrylate)",C13H20O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.09.003.xml,
1,1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid,C19H16ClNO4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.09.027.xml,
1,famotidine,C8H15N7O2S3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.09.029.xml,
1,propanenitrile,C3H5N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.09.023.xml,
1,1-ethyl-3-methylimidazolium methanesulfonate,C7H14N2O3S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.10.008.xml,
27,"1-bromo-1-chloro-2,2,2-trifluoroethane",C2HBrClF3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.10.008.xml,
4,guanidinium trifluoromethanesulfonate,C2H6F3N3O3S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.10.011.xml,
1,"1-(methoxymethyl)-1-methylpyrrolidinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C9H16F6N2O5S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.11.001.xml,
3,diphenyl carbonate,C13H10O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.11.012.xml,
2,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C12H16F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.11.017.xml,
3,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,C12H16F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.11.017.xml,
4,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,C12H16F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.11.017.xml,
1,glycyl-l-glutamine,C7H13N3O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.11.015.xml,
2,L-alanyl-L-glutamine,C8H15N3O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.11.015.xml,
3,sodium hexanoate,C6H11NaO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.11.015.xml,
1,"3,4-dihydroxybenzoic acid",C7H6O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.12.003.xml,
2,"3,4,5-trihydroxybenzoic acid",C7H6O5,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.12.003.xml,
3,"cis-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",C15H14O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.12.003.xml,
4,(+)-catechin,C15H14O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.12.003.xml,
5,isoquercitrin,C21H20O12,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.12.003.xml,
6,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromenium-3-yl .beta.-D-glucopyranoside chloride",C22H23ClO11,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.12.003.xml,
7,"malvidin-3,5-diglucoside chloride",C29H35ClO17,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2010.12.003.xml,
2,1-ethyl-3-methylimidazolium methylsulfate,C7H14N2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.001.xml,
3,1-hexyl-3-methylimidazolium methyl sulfate,C11H22N2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.001.xml,
4,1-hexyl-3-methylimidazolium ethyl sulfate,C12H24N2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.001.xml,
1,2-hydroxyethanaminium tetrafluoroborate,C2H8BF4NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.009.xml,
2,diethanolammonium tetrafluoroborate,C4H12BF4NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.009.xml,
3,tris(2-hydroxyethyl)ammonium tetrafluoroborate,C6H16BF4NO3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.009.xml,
1,diethyl glutarate,C9H16O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.012.xml,
6,diethyl maleate,C8H12O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.020.xml,
1,1-(3-hydroxypropyl)pyridinium bis(trifluoromethylsulfonyl)amide,C10H12F6N2O5S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.025.xml,
2,1-(3-hydroxypropyl)pyridinium trifluorotris(perfluoroethyl)phosphate(V),C14H12F18NOP,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.01.025.xml,
1,L-ascorbic acid,C6H8O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.02.017.xml,
1,"1,1,1,2,2,3,3,4,4-nonafluorodecane",C10H13F9,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.02.020.xml,
2,"1,1,1,2,2,3,3,4,4-nonafluorododecane",C12H17F9,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.02.020.xml,
7,"1,1,1,2,2,3,3,4,4-nonafluorononane",C9H11F9,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.02.020.xml,
1,"1,10-decanedioic acid",C10H18O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.02.018.xml,
3,1-methylethyl propanoate,C6H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.03.003.xml,
3,"2,3-butanolone",C4H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.03.004.xml,
7,1-undecanol,C11H24O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.03.005.xml,
1,meloxicam,C14H13N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.03.012.xml,
2,deflazacort,C25H31NO6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.03.032.xml,
3,1-nonyl-3-methylimidazolium hexafluorophosphate,C13H25F6N2P,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.04.017.xml,
2,benzamide,C7H7NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.04.021.xml,
7,1-butyl-3-methylpyridinium tricyanomethanide,C14H16N4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.05.002.xml,
10,ethyl propanoate,C5H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.05.005.xml,
3,"bis(2,4-pentanedionato)iron",C10H14FeO4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.05.008.xml,
4,"iron, tris(2,4-pentanedionato-O,O')-, (oc-6-11)-",C15H21FeO6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.05.008.xml,
2,1-ethyl-3-methylimidazolium trifluoroacetate,C8H11F3N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.05.018.xml,
6,1-butyl-3-methylpyridinium trifluoromethanesulfonate,C11H16F3NO3S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.05.018.xml,
3,lithium acetate,C2H3LiO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2011.05.017.xml,
